From	Entry	Entry Name	Protein names	Gene Names	Organism	Reviewed
AT2G42300	Q8VZ02	BH048_ARATH	Transcription factor bHLH48 (Basic helix-loop-helix protein 48) (AtbHLH48) (bHLH 48) (Transcription factor EN 97) (bHLH transcription factor bHLH048)	BHLH48 EN97 At2g42300 MHK10.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G57800	Q3EAI1	BH060_ARATH	Transcription factor bHLH60 (Basic helix-loop-helix protein 60) (AtbHLH60) (bHLH 60) (Transcription factor EN 91) (bHLH transcription factor bHLH060)	BHLH60 EN91 At3g57800 F15B8.10 T10K17.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G24190	O48686	SNL3_ARATH	Paired amphipathic helix protein Sin3-like 3 (Histone deacetylase complex subunit Sin3) (AtSin3) (Transcriptional corepressor Sin3)	SNL3 SIN3 At1g24190 F3I6.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G58430	Q9FGH9	E70B1_ARATH	Exocyst complex component EXO70B1 (AtExo70b1) (Exocyst subunit Exo70 family protein B1)	EXO70B1 At5g58430 MQJ2.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G32830	Q9M077	AUR1_ARATH	Serine/threonine-protein kinase Aurora-1 (AtAur1) (EC 2.7.11.1) (Aurora-like kinase 1)	AUR1 At4g32830 T16I18.40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G16365	Q84V03	PCH1_ARATH	Protein PHOTOPERIODIC CONTROL OF HYPOCOTYL 1 (F-box protein PCH1)	PCH1 At2g16365 F16F14.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G06255	Q8S8F5	EF4L3_ARATH	Protein ELF4-LIKE 3	EFL3 ELF4-L3 At2g06255 F18P14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G17455	Q570U6	EF4L4_ARATH	Protein ELF4-LIKE 4	EFL4 ELF4-L4 At1g17455 F1L3.15 F28G4.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G27230	Q9XIN0	LHW_ARATH	Transcription factor LHW (BHLH transcription factor delta) (bHLH delta) (Basic helix-loop-helix protein 156) (AtbHLH156) (bHLH 156) (Protein LONESOME HIGHWAY) (bHLH transcription factor bHLH156)	LHW BHLH156 At2g27230 F12K2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G67580	Q9FJW5	TRB2_ARATH	Telomere repeat-binding factor 2 (AtTRB2) (MYB transcription factor) (Telomere-binding protein 3) (AtTBP3)	TRB2 TBP3 At5g67580 K9I9.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G49850	Q9M2X3	TRB3_ARATH	Telomere repeat-binding factor 3 (AtTRB3) (MYB transcription factor) (Telomere-binding protein 2) (AtTBP2)	TRB3 TBP2 At3g49850 T16K5.200	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G23610	Q9ZR37	DUS1_ARATH	Dual specificity protein phosphatase 1 (AtDsPTP1) (EC 3.1.3.16) (EC 3.1.3.48)	DSPTP1 At3g23610 MDB19.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G66260	Q94EH8	THO4C_ARATH	THO complex subunit 4C (ALYREF homolog 3) (AtALY3)	ALY3 DIP1 THO4C At1g66260 T6J19.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G02540	O64722	ZHD3_ARATH	Zinc-finger homeodomain protein 3 (AtZHD3) (Homeobox protein 21) (AtHB-21) (Zinc finger homeodomain transcription factor 4)	ZHD3 HB21 ZFHD4 At2g02540 T8K22.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G36610	Q4PSR7	ATB22_ARATH	Homeobox-leucine zipper protein ATHB-22 (HD-ZIP protein ATHB-22) (Homeodomain transcription factor ATHB-22)	ATHB-22 At2g36610 F13K3.1 F1O11.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G18350	Q9ZPW7	ZHD6_ARATH	Zinc-finger homeodomain protein 6 (AtZHD6) (Homeobox protein 24) (AtHB-24)	ZHD6 HB24 At2g18350 T30D6.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G50890	Q9SVL0	ZHD7_ARATH	Zinc-finger homeodomain protein 7 (AtZHD7) (Homeobox protein 28) (AtHB-28)	ZHD7 HB28 At3g50890 F18B3.170	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G14440	Q9M9S0	ZHD4_ARATH	Zinc-finger homeodomain protein 4 (AtZHD4) (Homeobox protein 31) (AtHB-31) (Protein FLORAL TRANSITION AT THE MERISTEM 2)	ZHD4 FTM2 HB31 At1g14440 F14L17.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G75240	Q9FRL5	ZHD5_ARATH	Zinc-finger homeodomain protein 5 (AtZHD5) (Homeobox protein 33) (AtHB-33)	ZHD5 HB33 At1g75240 F22H5.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G28920	Q9LHF0	ZHD9_ARATH	Zinc-finger homeodomain protein 9 (AtZHD9) (Homeobox protein 34) (AtHB-34)	ZHD9 HB34 At3g28920 MYI13.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G45980	O23629	H2B6_ARATH	Histone H2B.6 (H2BAt) (HTB9)	H2B At3g45980 F16L2.190	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G50360	O82659	CML20_ARATH	Probable calcium-binding protein CML20 (Calmodulin-like protein 20) (Centrin 1) (AtCEN1)	CML20 CEN1 At3g50360 F11C1.200	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G55005	Q9FQ24	TON1B_ARATH	Protein TONNEAU 1b	TON1B At3g55005 F28P10.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G27380	Q8GYU0	RIC2_ARATH	CRIB domain-containing protein RIC2 (ROP-interactive CRIB motif-containing protein 2) (Target of ROP protein RIC2)	RIC2 ric1 At1g27380 F17L21.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G20430	Q1PF35	RIC6_ARATH	CRIB domain-containing protein RIC6 (ROP-interactive CRIB motif-containing protein 6) (Target of ROP protein RIC6)	RIC6 At2g20430 T13C7.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G61795	Q1G3Y0	RIC9_ARATH	CRIB domain-containing protein RIC9 (ROP-interactive CRIB motif-containing protein 9) (Target of ROP protein RIC9)	RIC9 At1g61795 T13M11.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G23380	F4J424	RIC5_ARATH	CRIB domain-containing protein RIC5 (ROP-interactive CRIB motif-containing protein 5) (Target of ROP protein RIC5)	RIC5 At3g23380 MLM24.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G01390	O82628	VATG1_ARATH	V-type proton ATPase subunit G1 (V-ATPase subunit G1) (Vacuolar H(+)-ATPase subunit G isoform 1) (Vacuolar proton pump subunit G1)	VHA-G1 AVMA10 VAG1 VATG1 VMA10 At3g01390 T13O15.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G44600	Q8W4D0	CPY71_ARATH	Peptidyl-prolyl cis-trans isomerase CYP71 (PPIase CYP71) (EC 5.2.1.8) (Cyclophilin of 71 kDa) (Cyclophilin-71) (AtCYP71)	CYP71 At3g44600 F14L2.150	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G65470	Q9SXY0	FAS1_ARATH	Chromatin assembly factor 1 subunit FAS1 (CAF-1 subunit FAS1) (CAF-1 p150 homolog) (Protein FASCIATA 1)	FAS1 NFB2 At1g65470 F5I14.2 T8F5.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G54390	B3H615	ING2_ARATH	PHD finger protein ING2 (Protein INHIBITOR OF GROWTH 2) (Protein AtING2)	ING2 At1g54390 F20D21.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G36740	F4IP06	SWC2_ARATH	SWR1 complex subunit 2	SWC2 At2g36740 F13K3.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G09970	F4I2N7	RLK7_ARATH	Receptor-like protein kinase 7 (EC 2.7.11.1)	RLK7 At1g09970 F21M12.36	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G50960	Q6NPL9	PLP3A_ARATH	Thioredoxin domain-containing protein PLP3A (Phosducin-like protein 3A)	PLP3A At3g50960 F18B3.240	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G01540	Q3EDL4	Y1154_ARATH	Probable serine/threonine-protein kinase At1g01540 (EC 2.7.11.1)	At1g01540 F22L4.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G46090	O82359	LCKB2_ARATH	Sphingoid long-chain bases kinase 2, mitochondrial (AtLCBK2) (LCB kinase 2) (EC 2.7.-.-)	LCKB2 At2g46090 T3F17.26	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G41140	O80673	CAMK1_ARATH	CDPK-related kinase 1 (AtCRK1) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase 3) (Calmodulin-binding protein kinase 3) (AtCBK3) (CaM-binding protein kinase 3)	CRK1 CaMK3 CBK3 At2g41140 T3K9.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G43950	O80565	OEP37_ARATH	Outer envelope pore protein 37, chloroplastic (Chloroplastic outer envelope pore protein of 37 kDa) (AtOEP37)	OEP37 At2g43950 F6E13.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G38460	Q39108	GGR_ARATH	Heterodimeric geranylgeranyl pyrophosphate synthase small subunit, chloroplastic	GGR At4g38460 F20M13.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G43990	Q9FNC7	SUVR2_ARATH	Probable inactive histone-lysine N-methyltransferase SUVR2 (Protein SET DOMAIN GROUP 18) (Suppressor of variegation 3-9-related protein 2) (Su(var)3-9-related protein 2)	SUVR2 SDG18 SET18 At5g43990 MRH10.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G50410	Q94BR5	CHR28_ARATH	Helicase-like transcription factor CHR28 (EC 3.6.4.-) (Protein CHROMATIN REMODELING 28) (Protein SNF2-RING-HELICASE-LIKE 2)	CHR28 FRG2 At1g50410 F11F12.23 F14I3.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G46700	Q9ZUZ2	CAMK3_ARATH	CDPK-related kinase 3 (AtCRK3) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase 4) (AtCK)	CRK3 CaMK4 CK At2g46700 T3A4.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G18290	Q38849	KAT2_ARATH	Potassium channel KAT2	KAT2 At4g18290 T9A21.140	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G19600	Q8GYM6	CCT14_ARATH	Cyclin-T1-4 (CycT1;4) (Protein AtCycT-like2)	CYCT1-4 At4g19600 F24J7.161	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G45190	Q9FKE6	CCT15_ARATH	Cyclin-T1-5 (CycT1;5) (Protein AtCycT-like1)	CYCT1-5 At5g45190 K18C1.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G35090	P25819	CATA2_ARATH	Catalase-2 (EC 1.11.1.6)	CAT2 CAT At4g35090 M4E13.140	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G37260	Q9ZUU0	WRK44_ARATH	WRKY transcription factor 44 (Protein TRANSPARENT TESTA GLABRA 2) (WRKY DNA-binding protein 44)	WRKY44 TTG2 At2g37260 F3G5.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G35020	Q38912	RAC3_ARATH	Rac-like GTP-binding protein ARAC3 (AtRAC1) (GTPase protein ROP6)	ARAC3 RAC1 ROP6 At4g35020 M4E13.80	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G45240	Q93V58	GRIK1_ARATH	Serine/threonine-protein kinase GRIK1 (EC 2.7.11.1) (Protein GEMINIVIRUS REP INTERACTING KINASE 1) (Protein GRIK1) (SnRK1-activating protein kinase 2) (AtSnAK2)	GRIK1 SNAK2 At3g45240 F18N11 T14D3.180	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G60550	Q5HZ38	GRIK2_ARATH	Serine/threonine-protein kinase GRIK2 (EC 2.7.11.1) (Protein GEMINIVIRUS REP INTERACTING KINASE 2) (Protein GRIK2) (SnRK1-activating protein kinase 1) (AtSnAK1)	GRIK2 SNAK1 At5g60550 MUF9.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G13750	Q9LMX4	PPA1_ARATH	Probable inactive purple acid phosphatase 1	PAP1 At1g13750 F21F23.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G14000	Q9XI87	VIK_ARATH	Serine/threonine-protein kinase VIK (EC 2.7.11.1) (VH1-interacting kinase)	VIK At1g14000 F16A14.22 F7A19.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G61740	Q9SYB0	TAUE2_ARATH	Sulfite exporter TauE/SafE family protein 2	At1g61740 T13M11.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G41410	P30188	CML35_ARATH	Probable calcium-binding protein CML35 (Calmodulin-like protein 1) (Calmodulin-like protein 35)	CML35 At2g41410 F13H10.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G05260	O23044	PER3_ARATH	Peroxidase 3 (Atperox P3) (EC 1.11.1.7) (ATPRC) (RCI3A) (Rare cold-inducible protein)	PER3 P3 RCI3 At1g05260 YUP8H12.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G49600	F4I3B3	RB47A_ARATH	Polyadenylate-binding protein RBP47A (Poly(A)-binding protein RBP47A) (RNA-binding protein 47A) (AtRBP47A)	RBP47A At1g49600 F14J22.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G69420	Q9C533	ZDHC1_ARATH	Probable protein S-acyltransferase 22 (EC 2.3.1.225) (Probable palmitoyltransferase At1g69420) (Zinc finger DHHC domain-containing protein At1g69420)	PAT22 At1g69420 F10D13.9 F23O10.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G75750	P46689	GASA1_ARATH	Gibberellin-regulated protein 1 (GAST1 protein homolog 1)	GASA1 At1g75750 F10A5.6 F10A5_16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G29340	F4IKM1	TRNHB_ARATH	Tropinone reductase homolog At2g29340 (EC 1.1.1.-)	At2g29340 F16P2.28	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G12260	Q9FWX2	NAC7_ARATH	NAC domain-containing protein 7 (ANAC007) (Protein EMBRYO DEFECTIVE 2749) (Protein VASCULAR RELATED NAC-DOMAIN 4)	NAC007 EMB2749 VND4 At1g12260 T28K15.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G62700	F4HYV5	NAC26_ARATH	NAC domain-containing protein 26 (ANAC026) (Protein VASCULAR RELATED NAC-DOMAIN 5)	NAC026 VND5 At1g62700 F23N19.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G44910	B6EUA9	PR40A_ARATH	Pre-mRNA-processing protein 40A (AtPRP40a)	PRP40A MED35_1 MED35A At1g44910 F27F5.2 T12C22.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G19670	F4JCC1	PR40B_ARATH	Pre-mRNA-processing protein 40B (AtPRP40b)	PRP40B MED35_2 MED35B At3g19670 MMB12.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G19840	Q9LT25	PR40C_ARATH	Pre-mRNA-processing protein 40C (AtPRP40c) (Transcription elongation regulator 1)	PRP40C MED35_3 MED35C At3g19840 MPN9.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G27390	P82873	TO202_ARATH	Mitochondrial import receptor subunit TOM20-2 (Translocase of outer membrane 20 kDa subunit 2)	TOM20-2 At1g27390 F17L21.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G20000	Q9LHE5	TO401_ARATH	Mitochondrial import receptor subunit TOM40-1 (Translocase of outer membrane 40 kDa subunit homolog 1) [Cleaved into: Mitochondrial import receptor subunit TOM40-1, N-terminally processed]	TOM40-1 At3g20000 MZE19.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G40930	P82805	TO204_ARATH	Mitochondrial import receptor subunit TOM20-4 (Translocase of outer membrane 20 kDa subunit 4)	TOM20-4 At5g40930 MMG1.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G54660	P42770	GSHRP_ARATH	Glutathione reductase, chloroplastic (GR) (GRase) (EC 1.8.1.7) (Protein EMBRYO DEFECTIVE 2360)	EMB2360 At3g54660 T5N23_20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G52150	Q9ZU11	ATB15_ARATH	Homeobox-leucine zipper protein ATHB-15 (HD-ZIP protein ATHB-15) (Homeodomain transcription factor ATHB-15) (Protein CORONA) (Protein INCURVATA 4)	ATHB-15 CNA ICU4 At1g52150 F5F19.21 F9I5.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G52770	Q9LXI8	ZPR3_ARATH	Protein LITTLE ZIPPER 3	ZPR3 At3g52770 F3C22.170	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G71730	Q9M9H3	EML_ARATH	Embryogenesis-like protein (AtEML) (EMB-like protein)	EML At1g71730 F14O23.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G72430	Q9C9E1	SAU78_ARATH	Auxin-responsive protein SAUR78 (Protein SMALL AUXIN UP RNA 78)	SAUR78 At1g72430 T10D10.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G17345	Q9LQI6	SAU77_ARATH	Auxin-responsive protein SAUR77 (Protein SMALL AUXIN UP RNA 77)	SAUR77 At1g17345 F28G4.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G79380	Q9SAL0	RGLG4_ARATH	E3 ubiquitin-protein ligase RGLG4 (EC 2.3.2.27) (RING domain ligase 4)	RGLG4 At1g79380 T8K14.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G56150	Q9FKT3	UBC30_ARATH	Ubiquitin-conjugating enzyme E2 30 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 30) (Ubiquitin carrier protein 30)	UBC30 At5g56150 MDA7.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G45050	P42743	UBC15_ARATH	Ubiquitin-conjugating enzyme 15 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 15) (PM42) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa 15) (Ubiquitin-protein ligase)	UBC15 UBC2-1 At1g45050 F27F5.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G42990	Q9FMM0	UBC18_ARATH	Probable ubiquitin-conjugating enzyme E2 18 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 18) (Ubiquitin carrier protein 18)	UBC18 At5g42990 MBD2.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G26060	O80990	CIA1_ARATH	Protein CIA1 (Cytosolic iron-sulfur protein assembly 1) (Protein EMBRYO DEFECTIVE 1345)	CIA1 EMB1345 At2g26060 T19L18.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G68310	Q9C9G6	AE7_ARATH	Protein AE7 (AS1/2 enhancer 7) (Asymmetric leaves 1/2 enhancer 7)	AE7 At1g68310 T22E19.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G36310	Q9SJM7	URH1_ARATH	Uridine nucleosidase 1 (EC 3.2.2.3) (Adenosine nucleosidase) (EC 3.2.2.7) (Inosine nucleosidase) (EC 3.2.2.2) (Nucleoside hydrolase 1) (Uridine ribohydrolase 1) (Xanthosine nucleosidase) (EC 3.2.2.-)	URH1 NSH1 At2g36310 F2H17.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G05620	Q8LAC4	URH2_ARATH	Probable uridine nucleosidase 2 (EC 3.2.2.3) (Inosine nucleosidase) (EC 3.2.2.2) (Nucleoside hydrolase 2) (Uridine ribohydrolase 2) (Xanthosine nucleosidase) (EC 3.2.2.-)	URH2 NSH2 At1g05620 F3F20.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G09620	F4I116	SYLC_ARATH	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	At1g09620	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G23830	O82213	VAP31_ARATH	Vesicle-associated protein 3-1 (Plant VAP homolog 31) (AtPVA31) (VAMP-associated protein 3-1) [Cleaved into: Vesicle-associated protein 3-1, N-terminally processed]	PVA31 At2g23830 T29E15.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G27695	Q8VY77	TGD5_ARATH	Protein TRIGALACTOSYLDIACYLGLYCEROL 5, chloroplastic	TGD5 At1g27695 T22C5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G14410	Q8L467	BH104_ARATH	Transcription factor bHLH104 (Basic helix-loop-helix protein 104) (AtbHLH104) (bHLH 104) (Transcription factor EN 136) (bHLH transcription factor bHLH104)	BHLH104 EN136 At4g14410 dl3245w FCAALL.201	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G23920	Q9T0A7	UGE2_ARATH	UDP-glucose 4-epimerase 2 (AtUGE2) (EC 5.1.3.2) (UDP-galactose 4-epimerase 2)	UGE2 At4g23920 T32A16.90	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G03530	Q9SRQ7	NPC4_ARATH	Non-specific phospholipase C4 (EC 3.1.4.3)	NPC4 At3g03530 T21P5.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G09880	O04376	2A5B_ARATH	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform (AtB' beta) (PP2A, B' subunit, beta isoform)	B'BETA At3g09880 F8A24.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G46610	Q9ZPX8	RS31A_ARATH	Serine/arginine-rich splicing factor RS31A (At-RS31A) (At-RSp31A) (AtRS31A) (Arginine/serine-rich splicing factor RS32) (At-RSp32)	RS31A RSP31A RSP32 At2g46610 F13A10.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G06510	Q93Y07	SFR2_ARATH	Galactolipid galactosyltransferase SFR2, chloroplastic (EC 2.4.1.184) (Galactolipid:galactolipid galactosyltransferase) (GGGT) (Protein SENSITIVE TO FREEZING 2) (AtSFR2)	SFR2 At3g06510 F5E6.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G23320	Q9LR29	TAR1_ARATH	Tryptophan aminotransferase-related protein 1 (EC 2.6.1.27) (EC 2.6.1.99)	TAR1 At1g23320 F26F24.17	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G57660	Q9FHH8	COL5_ARATH	Zinc finger protein CONSTANS-LIKE 5	COL5 At5g57660 MRI1.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G60410	Q680Q4	SIZ1_ARATH	E3 SUMO-protein ligase SIZ1 (EC 2.3.2.-) (E3 SUMO-protein transferase SIZ1)	SIZ1 At5g60410 MUF9.5 MUF9.70	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G73150	Q9S7T1	GTE3_ARATH	Transcription factor GTE3, chloroplastic (Bromodomain-containing protein GTE3) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E3)	GTE3 At1g73150 F3N23.35 T18K17.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G17790	Q8H1D7	GTE5_ARATH	Transcription factor GTE5, chloroplastic (Bromodomain-containing protein GTE5) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E5)	GTE5 At1g17790 F2H15.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G02810	Q9SRX4	PME7_ARATH	Probable pectinesterase/pectinesterase inhibitor 7 [Includes: Pectinesterase inhibitor 7 (Pectin methylesterase inhibitor 7); Pectinesterase 7 (PE 7) (EC 3.1.1.11) (Pectin methylesterase 1) (AtPME1) (Pectin methylesterase 7)]	PME7 ARATH1 At1g02810 F22D16.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G28910	Q84Y18	CXIP4_ARATH	CAX-interacting protein 4	CXIP4 At2g28910 F8N16.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G02710	Q9ZQX8	NET1C_ARATH	Protein NETWORKED 1C	NET1C At4g02710 T10P11.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G40430	O22892	NOP53_ARATH	Ribosome biogenesis protein NOP53	At2g40430 T2P4.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G28270	Q9LHD9	U496C_ARATH	UPF0496 protein At3g28270	At3g28270 MZF16.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G15980	Q9S9N6	PNSB1_ARATH	Photosynthetic NDH subunit of subcomplex B 1, chloroplastic (Protein PnsB1) (NAD(P)H DEHYDROGENASE SUBUNIT 48) (NDH-DEPENDENT CYCLIC ELECTRON FLOW 1)	PNSB1 GT9 NDF1 NDH48 At1g15980 T24D18.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G45450	F4IG60	ZPR1_ARATH	Protein LITTLE ZIPPER 1	ZPR1 At2g45450 F4L23.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G60890	Q9LZX5	ZPR2_ARATH	Protein LITTLE ZIPPER 2	ZPR2 At3g60890 T4C21.300	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G36307	Q56WL5	ZPR4_ARATH	Protein LITTLE ZIPPER 4	ZPR4 At2g36307 F2H17	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G35580	F4JZW1	PBL13_ARATH	Serine/threonine-protein kinase PBL13 (EC 2.7.11.1) (PBS1-like protein 13) (Ser/Thr protein kinase ACIK1b)	PBL13 At5g35580 K2K18.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G09070	Q9SS80	OPS_ARATH	Protein OCTOPUS	OPS At3g09070 MZB10.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G17040	Q8LB10	CLPR4_ARATH	ATP-dependent Clp protease proteolytic subunit-related protein 4, chloroplastic (ClpR4) (Protein HAPPY ON NORFLURAZON 5)	CLPR4 HON5 At4g17040 dl4550c FCAALL.413	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G12060	Q8GW78	CLPT2_ARATH	ATP-dependent Clp protease ATP-binding subunit CLPT2, chloroplastic	CLPT2 CLPS2 At4g12060 F16J13.130	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G34840	Q7XA67	MTN2_ARATH	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase 2) (AtMTAN2) (MTA nucleosidase 2) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	MTN2 MTAN2 At4g34840 T11I11.80	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G42140	O48522	VQ17_ARATH	VQ motif-containing protein 17 (AtVQ17)	VQ17 At2g42140 T24P15.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G58000	Q9M2P8	VQ25_ARATH	VQ motif-containing protein 25 (AtVQ25)	VQ25 At3g58000 T10K17.210	Arabidopsis thaliana (Mouse-ear cress)	reviewed
